 Name,Email ID,Attendence,College Name,,CGPA,Speaking Skills,ML Knowledge,Placement Status
Suyash ,suyash@xyz.com,95%,pillai college of engineering new panvel,,7.5,4,4,0
Pratiksha,pratiksha@xyz.com,95%,st xavier's college ,,7.7,2,2,0
Suryaprakash,suryaprakash@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.9,4,4,0
Chetan,chetan@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,7.6,5,5,0
Rishika,rishika@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.9,3,3,0
Kiran,kiran@xyz.com,95%,government polytechnic gandhinagar,,7.7,3,3,0
Abhishek,abhishek@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.4,4,4,0
Neeraj,neeraj@xyz.com,95%,"vishwakarma institute of technology, pune",,9.2,3,3,0
Tejas,tejas@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.6,2,2,0
VINISH,vinish@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.7,4,4,0
Aishwarya,aishwarya@xyz.com,95%,government polytechnic gandhinagar,,9.5,5,5,0
Akshay,akshay@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,6.9,4,4,0
Saif ali,saifali@xyz.com,95%,"vishwakarma institute of technology, pune",,9.2,4,4,0
Lankesh,lankesh@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.9,2,2,0
Sanjay,sanjay@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.2,4,4,0
Sushmita,sushmita@xyz.com,95%,st.francis institute of technology,,7.5,3,3,0
Vipul,vipul@xyz.com,95%,new horizon institute of technology and management ,,6.5,5,5,0
Bhushan,bhushan@xyz.com,95%,late g. n. sapkal college of engineering,,7.5,5,5,0
Nazrul,nazrul@xyz.com,95%,"symbiosis institute of technology, pune",,6.9,2,2,0
Nivesh,nivesh@xyz.com,95%,"mit academy of engineering ,alandi",,7.6,4,4,0
Chaudhary ,chaudhary@xyz.com,95%,a. c. patil college of engineering,,6.5,5,5,0
Ronak,ronak@xyz.com,95%,wilson college ,,7.3,5,5,0
Ayush,ayush@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,6.7,5,5,0
Ajay,ajay@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.7,2,2,0
Shubham ,shubham@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,6.7,3,3,0
Ramesh,ramesh@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9,2,2,0
Harshad,harshad@xyz.com,95%,government polytechnic gandhinagar,,7.2,4,4,0
Saurabh,saurabh@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,8.5,2,2,0
bhushan,bhushan@xyz.com,95%,"vishwakarma institute of technology, pune",,6.5,2,2,0
Ravindra,ravindra@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.6,4,4,0
Rahul ,rahul@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.5,5,5,0
Nikhil,nikhil@xyz.com,95%,st.francis institute of technology,,8.1,2,2,0
Rutik,rutik@xyz.com,95%,new horizon institute of technology and management ,,9.7,5,5,0
Purva,purva@xyz.com,95%,late g. n. sapkal college of engineering,,9.3,4,4,0
Nikhil,nikhil@xyz.com,95%,"symbiosis institute of technology, pune",,9.1,5,5,0
Nikhil,nikhil@xyz.com,95%,"mit academy of engineering ,alandi",,7.6,4,4,0
Chinmay,chinmay@xyz.com,95%,a. c. patil college of engineering,,7.8,2,2,0
Rutvik,rutvik@xyz.com,95%,wilson college ,,7.9,3,3,0
Ms. Jai ,ms.jai@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.5,4,4,0
Snehal,snehal@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.7,2,2,0
Ranjeet Kumar,ranjeetkumar@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8.3,4,4,0
Vaibhav ,vaibhav@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.4,3,3,0
DHAVAL,dhaval@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,8.6,4,4,0
Badal,badal@xyz.com,95%,silicon institute of technology,,8.5,4,4,0
PAVAN,pavan@xyz.com,95%,adhiyamaan college of engineering,,9.1,4,4,0
Sweta,sweta@xyz.com,95%,don bosco college of engineering fatorda goa,,7.7,3,3,0
Vrishali,vrishali@xyz.com,95%,pillai college of engineering new panvel,,7.5,2,2,0
dhananjay,dhananjay@xyz.com,95%,st xavier's college ,,7.2,4,4,0
satish,satish@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.6,3,3,0
Archit,archit@xyz.com,95%,government polytechnic gandhinagar,,7.3,5,5,0
Ashwini,ashwini@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.3,4,4,0
Sumit,sumit@xyz.com,95%,"vishwakarma institute of technology, pune",,9.4,2,2,0
Digambar ,digambar@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.6,5,5,0
Dakshata,dakshata@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,6.6,3,3,0
Sakshi,sakshi@xyz.com,95%,st.francis institute of technology,,8.5,4,4,0
Divya,divya@xyz.com,95%,new horizon institute of technology and management ,,7.7,5,5,0
Himani ,himani@xyz.com,95%,late g. n. sapkal college of engineering,,8.1,4,4,0
Chandrakala,chandrakala@xyz.com,95%,"symbiosis institute of technology, pune",,7.9,4,4,0
Sakshi,sakshi@xyz.com,95%,"mit academy of engineering ,alandi",,7.1,4,4,0
Mayur,mayur@xyz.com,95%,a. c. patil college of engineering,,8.3,3,3,0
Sharad,sharad@xyz.com,95%,wilson college ,,7.7,3,3,0
Sagar,sagar@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8,5,5,0
Pranay ,pranay@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,6.5,5,5,0
Prasad,prasad@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,9.4,5,5,0
Onkar,onkar@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,6.8,4,4,0
Digvijay,digvijay@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,6.7,2,2,0
Roshan ,roshan@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.9,3,3,0
Priyanka ,priyanka@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,9.3,2,2,0
Archies,archies@xyz.com,95%,silicon institute of technology,,6.9,3,3,0
Ninad,ninad@xyz.com,95%,adhiyamaan college of engineering,,8.9,3,3,0
Pratiksha,pratiksha@xyz.com,95%,don bosco college of engineering fatorda goa,,8.3,3,3,0
Aniket Kumar ,aniketkumar@xyz.com,95%,pillai college of engineering new panvel,,7.2,4,4,0
Bhakti,bhakti@xyz.com,95%,st xavier's college ,,8.1,4,4,0
Kowshik,kowshik@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.5,3,3,0
Omkar,omkar@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,9.6,2,2,0
sagar,sagar@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.5,2,2,0
Rushikesh,rushikesh@xyz.com,95%,government polytechnic gandhinagar,,7.9,4,4,0
Abhishek,abhishek@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.3,4,4,0
Tejas ,tejas@xyz.com,95%,"vishwakarma institute of technology, pune",,9.6,5,5,0
Shweta,shweta@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.1,4,4,0
Pooja,pooja@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.3,3,3,0
Shraddhaa ,shraddhaa@xyz.com,95%,government polytechnic gandhinagar,,7.5,4,4,0
Omkar,omkar@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.6,4,4,0
Rushikesh,rushikesh@xyz.com,95%,"vishwakarma institute of technology, pune",,8,2,2,0
Triyasha,triyasha@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.2,4,4,0
Santosh,santosh@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.1,3,3,0
shridhar,shridhar@xyz.com,95%,st.francis institute of technology,,6.7,4,4,0
Prashant ,prashant@xyz.com,95%,new horizon institute of technology and management ,,7.1,2,2,0
Amit,amit@xyz.com,95%,late g. n. sapkal college of engineering,,7.1,4,4,0
NIKHIL,nikhil@xyz.com,95%,"symbiosis institute of technology, pune",,9.5,5,5,0
Abhishek,abhishek@xyz.com,95%,"mit academy of engineering ,alandi",,9.2,5,5,0
vaishnavi,vaishnavi@xyz.com,95%,a. c. patil college of engineering,,7.9,5,5,0
Samruddha,samruddha@xyz.com,95%,wilson college ,,7.3,4,4,0
Shivam ,shivam@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.3,4,4,0
Akshay,akshay@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.8,3,3,0
Kalpana,kalpana@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.1,4,4,0
Rahul,rahul@xyz.com,95%,g h raisoni institut of engineering and technology pune,,6.9,4,4,0
Nachiket,nachiket@xyz.com,95%,government polytechnic gandhinagar,,8.4,4,4,0
Ankita,ankita@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,6.7,2,2,0
Pranav,pranav@xyz.com,95%,d y patil institute of mca and management akurdi pune,,9.2,3,3,0
Prem,prem@xyz.com,95%,ap shah institute of technology ,,7.3,4,4,0
Swapnil,swapnil@xyz.com,95%,don bosco college of engineering fatorda goa,,7.9,5,5,0
Sanket,sanket@xyz.com,95%,pillai college of engineering new panvel,,9.9,5,5,0
TUSHAR,tushar@xyz.com,95%,st xavier's college ,,7.6,3,3,0
Shweta,shweta@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.3,2,2,0
PRANIT,pranit@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,6.4,2,2,0
Maulik,maulik@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.4,2,2,0
Rahul,rahul@xyz.com,95%,government polytechnic gandhinagar,,6.6,2,2,0
Shubham,shubham@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.8,4,4,0
Prathamesh,prathamesh@xyz.com,95%,"vishwakarma institute of technology, pune",,8.7,2,2,0
Harish,harish@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.2,4,4,0
Ankit,ankit@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.1,3,3,0
Yash,yash@xyz.com,95%,st.francis institute of technology,,8,4,4,0
priyanka,priyanka@xyz.com,95%,new horizon institute of technology and management ,,8.5,2,2,0
Rajesh,rajesh@xyz.com,95%,late g. n. sapkal college of engineering,,8.5,2,2,0
Ruchi,ruchi@xyz.com,95%,"symbiosis institute of technology, pune",,9.1,5,5,0
Vaibhav,vaibhav@xyz.com,95%,"mit academy of engineering ,alandi",,9.7,2,2,0
Nilesh,nilesh@xyz.com,95%,a. c. patil college of engineering,,8.7,5,5,0
Salil,salil@xyz.com,95%,wilson college ,,6.5,2,2,0
Mansi,mansi@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.8,2,2,0
Rutuja,rutuja@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.3,3,3,0
Mohasin,mohasin@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,7.6,5,5,0
Richa,richa@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,6.5,2,2,0
Namrata,namrata@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8.7,4,4,0
Gauravi,gauravi@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.1,2,2,0
Rutuja,rutuja@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,9.2,3,3,0
Prabansh Singh,prabanshsingh@xyz.com,95%,silicon institute of technology,,7.3,3,3,0
Dhanashree ,dhanashree@xyz.com,95%,adhiyamaan college of engineering,,7.6,5,5,0
Mrunali,mrunali@xyz.com,95%,don bosco college of engineering fatorda goa,,7.1,5,5,0
Borude,borude@xyz.com,95%,pillai college of engineering new panvel,,8.3,5,5,0
aditya,aditya@xyz.com,95%,st xavier's college ,,9.2,3,3,0
Siddhant,siddhant@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.9,5,5,0
Devanshi,devanshi@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,9.3,2,2,0
Mayur,mayur@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.1,3,3,0
Snehal,snehal@xyz.com,95%,government polytechnic gandhinagar,,7.5,4,4,0
Roshani,roshani@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.3,3,3,0
Sagar,sagar@xyz.com,95%,"vishwakarma institute of technology, pune",,7.4,4,4,0
Amol,amol@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,8.3,3,3,0
Vamshikrishna ,vamshikrishna@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.4,2,2,0
Sarah,sarah@xyz.com,95%,government polytechnic gandhinagar,,6.7,5,5,0
Mansi,mansi@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.3,5,5,0
DIKSHA,diksha@xyz.com,95%,"vishwakarma institute of technology, pune",,9.7,2,2,0
OMKAR,omkar@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.9,4,4,0
shantanu,shantanu@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.2,2,2,0
HARSH,harsh@xyz.com,95%,st.francis institute of technology,,7.1,2,2,0
Rushabh,rushabh@xyz.com,95%,new horizon institute of technology and management ,,8.7,5,5,0
Nikhil,nikhil@xyz.com,95%,late g. n. sapkal college of engineering,,8.7,5,5,0
Aniket,aniket@xyz.com,95%,"symbiosis institute of technology, pune",,8.2,5,5,0
Shivam,shivam@xyz.com,95%,"mit academy of engineering ,alandi",,6.8,2,2,0
Dheeraj,dheeraj@xyz.com,95%,a. c. patil college of engineering,,7.1,4,4,0
Pankaj,pankaj@xyz.com,95%,wilson college ,,8.5,5,5,0
Mihir ,mihir@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.1,5,5,0
Prasad,prasad@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.5,5,5,0
Kshitij ,kshitij@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,6.7,2,2,0
Ayush,ayush@xyz.com,95%,g h raisoni institut of engineering and technology pune,,6.7,2,2,0
Kunal,kunal@xyz.com,95%,government polytechnic gandhinagar,,8.2,2,2,0
Vijendra ,vijendra@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,6.5,2,2,0
RAVIRANJAN,raviranjan@xyz.com,95%,"vishwakarma institute of technology, pune",,8.7,3,3,0
Kishore,kishore@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.1,4,4,0
SHUBHAM,shubham@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8.9,2,2,0
Omkar,omkar@xyz.com,95%,st.francis institute of technology,,7.4,2,2,0
Shravani,shravani@xyz.com,95%,new horizon institute of technology and management ,,7.3,4,4,0
Satyam,satyam@xyz.com,95%,late g. n. sapkal college of engineering,,8.6,2,2,0
POOJA,pooja@xyz.com,95%,"symbiosis institute of technology, pune",,9.2,2,2,0
Kartik,kartik@xyz.com,95%,"mit academy of engineering ,alandi",,7.8,5,5,0
Pranav ,pranav@xyz.com,95%,a. c. patil college of engineering,,7.9,4,4,0
Rishabh ,rishabh@xyz.com,95%,wilson college ,,9.9,4,4,0
Rutuja,rutuja@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.1,3,3,0
Nagnath,nagnath@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.5,5,5,0
Kirti,kirti@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.8,5,5,0
Sambhaji ,sambhaji@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.6,5,5,0
VADDE HARI,vaddehari@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,9.6,4,4,0
Banda,banda@xyz.com,95%,silicon institute of technology,,6.2,5,5,0
Harsh ,harsh@xyz.com,95%,adhiyamaan college of engineering,,9.1,2,2,0
Ruchika,ruchika@xyz.com,95%,don bosco college of engineering fatorda goa,,7.2,3,3,0
Vidhya,vidhya@xyz.com,95%,pillai college of engineering new panvel,,9.5,4,4,0
Shriya,shriya@xyz.com,95%,st xavier's college ,,6.8,4,4,0
Chetan,chetan@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8.4,4,4,0
Mayur,mayur@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,9.9,5,5,0
Arjun,arjun@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,6.6,2,2,0
Pankaj,pankaj@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.7,5,5,0
Paurnima,paurnima@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,7.6,2,2,0
Garima,garima@xyz.com,95%,silicon institute of technology,,8.3,3,3,0
Qaiser ,qaiser@xyz.com,95%,adhiyamaan college of engineering,,6.3,3,3,0
MANGESH,mangesh@xyz.com,95%,don bosco college of engineering fatorda goa,,8.9,4,4,0
Sushil,sushil@xyz.com,95%,pillai college of engineering new panvel,,9.5,5,5,0
Shubham,shubham@xyz.com,95%,st xavier's college ,,8.5,5,5,0
Sachin,sachin@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8.5,5,5,0
Aadesh,aadesh@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.8,5,5,0
ganesh,ganesh@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.9,5,5,0
Neha,neha@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.5,3,3,0
Raj,raj@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8.3,4,4,0
omkar,omkar@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,6.4,4,4,0
Dakshesh,dakshesh@xyz.com,95%,silicon institute of technology,,7.5,4,4,0
Yash,yash@xyz.com,95%,adhiyamaan college of engineering,,7.7,4,4,0
Soham ,soham@xyz.com,95%,don bosco college of engineering fatorda goa,,9.9,2,2,0
Ishwar,ishwar@xyz.com,95%,pillai college of engineering new panvel,,7.6,3,3,0
Prajwal,prajwal@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.9,5,5,0
Ajay,ajay@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.7,2,2,0
Harsh,harsh@xyz.com,95%,st.francis institute of technology,,7.4,3,3,0
Rahul,rahul@xyz.com,95%,new horizon institute of technology and management ,,9.2,4,4,0
Suraj,suraj@xyz.com,95%,late g. n. sapkal college of engineering,,7.6,4,4,0
Aishwarya,aishwarya@xyz.com,95%,"symbiosis institute of technology, pune",,8.7,3,3,0
Shubham,shubham@xyz.com,95%,"mit academy of engineering ,alandi",,9.5,2,2,0
Pranali,pranali@xyz.com,95%,a. c. patil college of engineering,,6.9,2,2,0
Rutvij,rutvij@xyz.com,95%,wilson college ,,9.2,2,2,0
Adinath,adinath@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,6.9,2,2,0
Shruti ,shruti@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.2,4,4,0
Vaibhav,vaibhav@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,7.5,5,5,0
Sakshi,sakshi@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,6.5,4,4,0
Nidhika,nidhika@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.5,2,2,0
Mithun,mithun@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.9,3,3,0
Pragya,pragya@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,7.6,3,3,0
Shubham,shubham@xyz.com,95%,silicon institute of technology,,6.5,5,5,0
Namrata,namrata@xyz.com,95%,adhiyamaan college of engineering,,7.3,5,5,0
Rushikesh,rushikesh@xyz.com,95%,don bosco college of engineering fatorda goa,,6.7,3,3,0
Geetika,geetika@xyz.com,95%,pillai college of engineering new panvel,,8.7,4,4,0
Tanmay,tanmay@xyz.com,95%,st xavier's college ,,6.7,5,5,0
Pradhunya,pradhunya@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9,5,5,0
Shree,shree@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,7.2,2,2,0
Janhavi,janhavi@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.5,3,3,0
Shriraj,shriraj@xyz.com,95%,government polytechnic gandhinagar,,6.5,4,4,0
Somnath,somnath@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,6.6,3,3,0
Tushar,tushar@xyz.com,95%,"vishwakarma institute of technology, pune",,9.5,2,2,0
KANCHAN ,kanchan@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,8.1,4,4,0
RUKESH,rukesh@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9.7,5,5,0
Ganesh,ganesh@xyz.com,95%,government polytechnic gandhinagar,,9.3,2,2,0
Rahul,rahul@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.1,5,5,0
Sumit,sumit@xyz.com,95%,"vishwakarma institute of technology, pune",,7.6,2,2,0
